0.153210,0.153210,0.303983,0.303983,0.303983,0.303983,0.303983,0.303983,0.303983,0.303983,0.303983,0.311911,0.440834,0.440834,0.440834,0.440834,0.440834,0.440834,0.440834,0.440834,0.443866,0.443866,0.443866,0.502726,0.502726,0.502726,0.502726,0.502726,0.502726,0.502726,
0.211430,0.211430,0.211430,0.211430,0.211430,0.211430,0.211430,0.211430,0.211430,0.211430,0.211430,0.211430,0.211430,0.211430,0.211430,0.211430,0.211430,0.227372,0.227372,0.227372,0.270945,0.272117,0.272117,0.324142,0.324142,0.324142,0.324142,0.324142,0.324142,0.324142,
0.206266,0.206266,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,0.379679,
0.146446,0.146446,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.318965,0.330287,0.330287,0.330287,0.330287,0.330287,0.330287,0.330287,
0.226739,0.226739,0.311771,0.311771,0.311771,0.311771,0.311771,0.311771,0.311771,0.311771,0.311771,0.311771,0.311771,0.311771,0.311771,0.332198,0.332198,0.332198,0.332198,0.332198,0.401448,0.401448,0.401448,0.401448,0.401448,0.401448,0.401448,0.401448,0.401448,0.401448,
0.462448,0.462448,0.529711,0.529711,0.529711,0.529711,0.529711,0.529711,0.565917,0.565917,0.565917,0.565917,0.565917,0.565917,0.565917,0.565917,0.565917,0.637348,0.637348,0.637348,0.637348,0.637348,0.637348,0.637348,0.659304,0.659304,0.659304,0.659304,0.659304,0.659304,
0.201465,0.201465,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.301248,0.336819,0.336819,0.336819,0.336819,0.336819,0.336819,0.336819,
0.262091,0.262091,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,0.338034,
0.191701,0.191701,0.241879,0.241879,0.241879,0.241879,0.241879,0.241879,0.241879,0.241879,0.241879,0.241879,0.241879,0.241879,0.432385,0.432385,0.432385,0.432385,0.432385,0.432385,0.432385,0.432385,0.432385,0.432385,0.432385,0.432385,0.432385,0.432385,0.432385,0.432385,
0.129343,0.129343,0.234613,0.234613,0.234613,0.234613,0.234613,0.234613,0.234613,0.234613,0.234613,0.234613,0.234613,0.234613,0.234613,0.234613,0.234613,0.234613,0.234613,0.268849,0.350396,0.350396,0.350396,0.374927,0.374927,0.374927,0.374927,0.374927,0.374927,0.374927,
0.236207,0.236207,0.380875,0.380875,0.380875,0.380875,0.380875,0.380875,0.380875,0.380875,0.380875,0.380875,0.380875,0.380875,0.380875,0.380875,0.380875,0.380875,0.380875,0.380875,0.474970,0.474970,0.474970,0.474970,0.474970,0.474970,0.474970,0.474970,0.474970,0.474970,
0.313472,0.313472,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.397238,0.407570,0.407570,0.407570,0.407570,0.407570,0.407570,0.407570,
0.160345,0.160345,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.251409,0.260078,0.314564,0.314564,0.314564,0.314564,0.314564,0.314564,0.314564,
0.193656,0.193656,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.249903,0.347124,0.347124,0.347124,0.347124,0.347124,0.347124,0.347124,
0.226567,0.226567,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,0.366044,
0.225165,0.225165,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.283771,0.369939,0.369939,0.369939,0.369939,0.369939,0.369939,0.369939,
0.168504,0.168504,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.293550,0.340319,0.340319,0.340319,0.340319,0.340319,0.340319,0.340319,
0.212991,0.212991,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.267416,0.355310,0.355310,0.355310,0.355310,0.355310,0.355310,0.355310,
0.216619,0.216619,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.298716,0.369280,0.369280,0.369280,0.369280,0.369280,0.369280,0.369280,
0.176943,0.176943,0.254065,0.254065,0.254065,0.254065,0.254065,0.254065,0.254065,0.254065,0.254065,0.254065,0.254065,0.254065,0.254065,0.254065,0.254065,0.254065,0.254065,0.254065,0.278576,0.278576,0.278576,0.308487,0.308487,0.308487,0.308487,0.308487,0.308487,0.308487,
